Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weighted_Moving_Average,Forecast_Error,Absolute_Error
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,1489458.1439999999,-104392.9439999999,104392.9439999999
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,1431572.349,-59585.748999999836,59585.748999999836
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,1388106.958,217384.82199999993,217384.82199999993
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,1490700.98,17536.780000000028,17536.780000000028
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,1521838.993,-8758.503000000026,8758.503000000026
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,1525247.2280000001,-76104.3080000002,76104.3080000002
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,1480385.2955,59778.23450000002,59778.23450000002
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,1504243.8605,3216.8294999999925,3216.8294999999925
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,1510159.0184999998,-79780.34849999985,79780.34849999985
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,1473825.106,-122034.07599999988,122034.07599999988
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,1402647.153,50682.34700000007,50682.34700000007
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,1414348.4109999998,93891.51900000009,93891.51900000009
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,1465553.9444999998,-6144.844499999657,6144.844499999657
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,1475587.9505,-130133.95050000004,130133.95050000004
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,1409756.1745,-25546.954499999993,25546.954499999993
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,1381924.875,169734.40500000003,169734.40500000003
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,1462120.967,32358.523000000045,32358.523000000045
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,1497951.8760000002,-14167.69600000023,14167.69600000023
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,1497708.8035,457915.3065000002,457915.3065000002
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,1721308.4415,-173274.66149999993,173274.66149999993
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,1681052.9555000002,1561.3044999998529,1561.3044999998529
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,1676462.5695,214572.36049999995,214572.36049999995
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,1766637.523,621312.6770000001,621312.6770000001
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2108229.4645,-740909.4544999998,740909.4544999998
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1803097.8144999999,-358365.53449999983,358365.53449999983
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,1559120.6735,-168106.71350000007,168106.71350000007
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,1406261.2795,-78855.85950000002,78855.85950000002
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,1367267.4379999998,-50368.12799999979,50368.12799999979
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,1331693.646,274935.9340000001,274935.9340000001
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,1463340.3615,186274.56849999982,186274.56849999982
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,1584662.7145,102180.06550000003,102180.06550000003
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,1661781.0525,-204980.77249999996,204980.77249999996
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,1566237.3525,70026.05749999988,70026.05749999988
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,1581038.22,-27846.590000000084,27846.590000000084
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,1567808.0505,9010.00950000016,9010.00950000016
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,1577465.612,-36363.23200000008,36363.23200000008
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,1555416.2555,-60351.50549999997,60351.50549999997
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,1523440.917,90818.4330000002,90818.4330000002
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,1561567.6945,-1678.6944999999832,1678.6944999999832
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,1569194.9849999999,-4375.174999999814,4375.174999999814
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,1570509.9575,-115419.26750000007,115419.26750000007
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,1509215.6285,120175.65149999992,120175.65149999992
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,1558700.3530000001,46075.226999999955,46075.226999999955
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,1590938.3415,-162720.07150000008,162720.07150000008
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,1520189.28,-54142.6100000001,54142.6100000001
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,1473616.0665,161462.34349999996,161462.34349999996
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,1544888.2799999998,44060.04000000027,44060.04000000027
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,1586658.6039999998,-54543.743999999715,54543.743999999715
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,1567451.1035000002,-128620.9535000003,128620.9535000003
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,1493997.524,-5459.433999999892,5459.433999999892
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,1477676.8265,57172.81349999993,57172.81349999993
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,1504237.6739999999,-49117.70399999991,49117.70399999991
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,1488038.0724999998,-91111.25249999971,91111.25249999971
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,1437982.8454999998,-85763.05549999978,85763.05549999978
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,1383302.2774999999,241081.47250000015,241081.47250000015
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,1495007.8245,30139.26549999998,30139.26549999998
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,1533940.826,-3179.3959999999497,3179.3959999999497
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,1542839.759,-78146.29900000012,78146.29900000012
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,1496885.294,53343.92599999998,53343.92599999998
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,1517371.5354999998,23099.704500000225,23099.704500000225
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,1532519.866,-18260.085999999894,18260.085999999894
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,1528829.207,-148808.93699999992,148808.93699999992
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,1451071.744,-56509.91399999987,56509.91399999987
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,1407426.9764999999,223562.97350000008,223562.97350000008
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,1510594.656,-17068.726000000024,17068.726000000024
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,1526793.722,-24230.94200000004,24230.94200000004
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,1518663.958,-73414.86800000002,73414.86800000002
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,1472550.4075000002,224679.17249999987,224679.17249999987
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,1579836.3885,15102.501500000013,15102.501500000013
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,1608287.1615,-68803.46149999998,68803.46149999998
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,1582554.8985,450765.7615,450765.7615
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,1794720.4584999997,-210636.50849999976,210636.50849999976
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,1734626.761,65055.61899999995,65055.61899999995
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,1759268.6715,121907.99849999999,121907.99849999999
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,1808089.7604999999,462099.22950000037,462099.22950000037
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2063458.6864999998,-565995.9664999999,565995.9664999999
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1825474.0069999998,-275104.0869999998,275104.0869999998
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1639825.2604999999,-180224.09049999993,180224.09049999993
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1497049.4649999999,-102655.62499999977,102655.62499999977
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1440612.8175,-121287.2274999998,121287.2274999998
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,1366640.8144999999,269698.83550000004,269698.83550000004
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,1489092.8575,313384.5725,313384.5725
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,1671856.4309999999,148013.56900000013,148013.56900000013
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,1786253.048,-246865.21799999988,246865.21799999988
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,1677020.0295,11400.730500000063,11400.730500000063
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,1655976.6205,19454.539499999955,19454.539499999955
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,1659571.0204999999,17901.75950000016,17901.75950000016
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,1678400.4100000001,-167332.34000000008,167332.34000000008
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,1593964.182,55640.44799999986,55640.44799999986
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,1605297.0565,294379.82349999994,294379.82349999994
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,1753860.271,-132828.571,132828.571
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,1722843.4525,-201265.5824999998,201265.5824999998
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,1613101.562,-144173.1919999998,144173.1919999998
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,1510171.1945000002,174348.79549999977,174348.79549999977
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,1584621.605,26474.445000000065,26474.445000000065
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,1615469.277,-19567.40699999989,19567.40699999989
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,1614512.551,-59068.00099999993,59068.00099999993
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,1577952.3369999998,46525.24300000025,46525.24300000025
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,1596029.6630000002,101201.29699999979,101201.29699999979
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,1650499.3155,-19892.315500000026,19892.315500000026
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,1653005.9729999998,-125160.16299999971,125160.16299999971
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,1589219.9989999998,-48798.508999999845,48798.508999999845
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,1549547.8284999998,220306.3315000001,220306.3315000001
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,1653251.4729999998,-126237.43299999973,126237.43299999973
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,1614019.1994999999,-116064.43949999986,116064.43949999986
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,1548910.418,-109786.7080000001,109786.7080000001
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,1472898.1269999999,158237.66300000018,158237.66300000018
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,1543954.4075,48455.5625,48455.5625
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,1582971.068,14896.982000000076,14896.982000000076
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,1600947.883,-106825.50300000003,106825.50300000003
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,1545176.503,36906.89699999988,36906.89699999988
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,1553664.7404999998,108102.58950000023,108102.58950000023
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,1608731.2119999998,-91302.34199999971,91302.34199999971
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,1577645.5105,-71519.45050000004,71519.45050000004
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,1533428.2340000002,-96368.97400000016,96368.97400000016
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,1473288.0815,197497.88849999988,197497.88849999988
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,1564282.635,8790.175000000047,8790.175000000047
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,1586870.3835,-78801.61349999998,78801.61349999998
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,1555227.764,-61568.023999999976,61568.023999999976
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,,,
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,,,
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,,,
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2131007.514,-265910.24399999995,265910.24399999995
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,1996778.099,-5764.969000000041,5764.969000000041
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,1966958.3405,23525.439500000095,23525.439500000095
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,1971861.076,-25790.195999999996,25790.195999999996
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,1968356.7325,-218158.92249999987,218158.92249999987
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,1854796.28,211391.43999999994,211391.43999999994
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,1937573.7255,17115.48450000002,17115.48450000002
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,1963039.9785,-88082.03850000002,88082.03850000002
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,1931548.3514999999,-109557.42149999994,109557.42149999994
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,1860434.1255,-57983.835500000045,57983.835500000045
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,1820165.6615,222416.04850000003,222416.04850000003
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,1925447.096,-44694.7359999998,44694.7359999998
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,1925647.3220000002,-28710.222000000067,28710.222000000067
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,1913119.1325,43994.75749999983,43994.75749999983
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,1924597.784,177942.14600000018,177942.14600000018
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2020800.3915,4738.368500000099,4738.368500000099
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2042225.439,-40588.47900000005,40588.47900000005
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2025138.0355,-85210.94549999991,85210.94549999991
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,1974367.295,29573.344999999972,29573.344999999972
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,1981190.3454999998,-100287.72549999971,100287.72549999971
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,1932819.5975,-86939.80749999988,86939.80749999988
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,1881846.908,-100129.19800000009,100129.19800000009
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,1819052.1745,-14806.014500000048,14806.014500000048
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,1802606.247,189303.733,189303.733
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,1894698.8025,902.2475000000559,902.2475000000559
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,1915605.9419999998,48729.288000000175,48729.288000000175
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,1944414.4795,-80573.98949999991,80573.98949999991
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,1903777.733,830.3570000000764,830.3570000000764
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,1899298.5010000002,-60169.67100000009,60169.67100000009
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,1865753.32,-71849.71999999997,71849.71999999997
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,1826338.104,-101780.88400000008,101780.88400000008
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,1766014.1945,61426.23549999995,61426.23549999995
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,1786400.7820000001,63520.65799999982,63520.65799999982
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,1823248.4534999998,-28892.963499999838,28892.963499999838
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,1818766.3135,-80818.67350000003,80818.67350000003
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,1774486.4575,28268.652500000084,28268.652500000084
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,1778812.5524999998,160248.85750000016,160248.85750000016
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,1861187.1395,55625.60049999994,55625.60049999994
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,1907491.13,49248.04000000004,49248.04000000004
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,1940113.2555,718612.0345000001,718612.0345000001
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2301743.2654999997,-285961.9954999997,285961.9954999997
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2231955.3619999997,146771.18800000008,146771.18800000008
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2293695.513,315471.2370000002,315471.2370000002
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2439504.858,996502.8220000002,996502.8220000002
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2988021.185,-1237586.635,1237586.635
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2469194.9755,-711144.1855000001,711144.1855000001
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2007078.6395,-262885.0595,262885.0595
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,1749979.7489999998,1405.1510000000708,1405.1510000000708
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,1749867.8215,-54496.14150000014,54496.14150000014
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,1722299.592,207046.63800000004,207046.63800000004
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,1820760.938,347280.6719999998,347280.6719999998
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2013597.7374999998,67287.08250000025,67287.08250000025
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2088658.9079999998,-255147.82799999975,255147.82799999975
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,1970271.4685,11336.311500000069,11336.311500000069
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,1944665.491,-65558.18099999987,65558.18099999987
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,1908143.04,-5585.380000000121,5585.380000000121
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,1906207.5554999998,-140045.50549999974,140045.50549999974
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,1830842.3025,-30670.94249999989,30670.94249999989
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,1803626.0465000002,43926.56349999993,43926.56349999993
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,1818760.5885,37707.25150000001,37707.25150000001
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,1844903.0375,41436.5625,41436.5625
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,1870066.4355000001,-124521.15550000011,124521.15550000011
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,1811461.676,26281.924000000115,26281.924000000115
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,1812763.588,25749.482000000076,25749.482000000076
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,1824298.587,-136016.72699999996,136016.72699999996
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,1763282.0444999998,34450.51550000021,34450.51550000021
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,1765541.8915,168214.31850000005,168214.31850000005
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,1849326.7799999998,79826.38000000012,79826.38000000012
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,1911051.1374999997,42720.85250000027,42720.85250000027
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,1942153.0324999997,-151227.2324999997,151227.2324999997
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,1868656.0705,-2413.0704999999143,2413.0704999999143
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,1853011.3285,150.66149999992922,150.66149999992922
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,1848404.915,-63217.625,63217.625
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,1821136.7915,-77320.38150000013,77320.38150000013
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,1774698.0549999997,-94004.99499999965,94004.99499999965
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,1718460.367,158243.89299999992,158243.89299999992
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,1788167.1625,24601.097499999916,24601.097499999916
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,1815334.58,28760.01000000001,28760.01000000001
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,1838021.825,-16881.915000000037,16881.915000000037
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,1827918.3005,-18798.600499999942,18798.600499999942
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,1818573.0069999998,-70572.35699999984,70572.35699999984
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,1780363.2064999999,-88923.68649999984,88923.68649999984
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,1728887.9425,-59588.16249999986,59588.16249999986
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,1688853.8194999998,-38459.379499999806,38459.379499999806
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,1663168.071,174385.35899999994,174385.35899999994
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,1746809.736,-2927.5460000000894,2927.5460000000894
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,1762643.9614999997,72036.28850000026,72036.28850000026
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,1803331.906,-34035.65599999996,34035.65599999996
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,1788368.5409999997,171339.35900000017,171339.35900000017
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,1874309.6749999998,46415.47500000009,46415.47500000009
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,1911654.7774999999,-8892.277499999851,8892.277499999851
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,1917591.2374999998,696611.0625,696611.0625
